movement_id,product_id,movement_type,quantity,movement_date,reference_id,warehouse_location,notes
5050,273,Adjustment,-3,2023-10-28 00:00:00,,Warehouse_A,Adjustment transaction
5051,357,Return,4,2024-12-05 00:00:00,,Warehouse_D,Return transaction
5052,493,Sale,-10,2023-12-10 00:00:00,2326.0,Warehouse_A,Sale transaction
5053,118,Purchase,303,2024-12-15 00:00:00,,Warehouse_A,Purchase transaction
5054,466,Return,4,2024-04-01 00:00:00,,Warehouse_B,Return transaction
5055,428,Purchase,169,2024-07-21 00:00:00,,Warehouse_B,Purchase transaction
5056,103,Purchase,108,2024-05-29 00:00:00,,Warehouse_C,Purchase transaction
5057,366,Return,2,2023-06-19 00:00:00,,Warehouse_D,Return transaction
5058,376,Adjustment,-1,2024-11-11 00:00:00,,Warehouse_C,Adjustment transaction
5059,309,Purchase,329,2024-02-21 00:00:00,,Warehouse_D,Purchase transaction
5060,377,Sale,-14,2024-05-02 00:00:00,4406.0,Warehouse_B,Sale transaction
5061,125,Adjustment,3,2024-05-25 00:00:00,,Warehouse_C,Adjustment transaction
5062,15,Purchase,205,2024-10-08 00:00:00,,Warehouse_A,Purchase transaction
5063,262,Purchase,189,2023-07-18 00:00:00,,Warehouse_C,Purchase transaction
5064,70,Purchase,348,2023-12-19 00:00:00,,Warehouse_A,Purchase transaction
5065,180,Purchase,299,2024-08-21 00:00:00,,Warehouse_D,Purchase transaction
5066,75,Purchase,261,2023-03-22 00:00:00,,Warehouse_D,Purchase transaction
5067,271,Adjustment,8,2023-04-19 00:00:00,,Warehouse_C,Adjustment transaction
5068,382,Return,3,2023-01-24 00:00:00,,Warehouse_D,Return transaction
5069,57,Sale,-11,2024-12-23 00:00:00,2520.0,Warehouse_D,Sale transaction
5070,273,Return,1,2023-03-20 00:00:00,,Warehouse_A,Return transaction
5071,117,Return,4,2024-08-12 00:00:00,,Warehouse_C,Return transaction
5072,55,Return,1,2024-10-21 00:00:00,,Warehouse_C,Return transaction
5073,296,Return,1,2023-01-31 00:00:00,,Warehouse_B,Return transaction
5074,409,Sale,-1,2024-01-11 00:00:00,1688.0,Warehouse_C,Sale transaction
5075,198,Sale,-9,2023-05-31 00:00:00,1887.0,Warehouse_D,Sale transaction
5076,174,Sale,-18,2023-06-07 00:00:00,7604.0,Warehouse_A,Sale transaction
5077,362,Sale,-17,2023-09-21 00:00:00,103.0,Warehouse_A,Sale transaction
5078,337,Purchase,391,2023-01-13 00:00:00,,Warehouse_D,Purchase transaction
5079,52,Purchase,250,2023-02-03 00:00:00,,Warehouse_C,Purchase transaction
5080,67,Sale,-15,2023-01-25 00:00:00,916.0,Warehouse_C,Sale transaction
5081,431,Adjustment,-6,2023-06-16 00:00:00,,Warehouse_A,Adjustment transaction
5082,200,Return,4,2024-10-11 00:00:00,,Warehouse_C,Return transaction
5083,480,Return,1,2023-10-05 00:00:00,,Warehouse_A,Return transaction
5084,393,Sale,-13,2023-05-17 00:00:00,5867.0,Warehouse_C,Sale transaction
5085,352,Return,1,2023-09-17 00:00:00,,Warehouse_A,Return transaction
5086,54,Adjustment,2,2024-01-18 00:00:00,,Warehouse_D,Adjustment transaction
5087,21,Adjustment,5,2024-02-29 00:00:00,,Warehouse_B,Adjustment transaction
5088,87,Adjustment,-5,2024-06-07 00:00:00,,Warehouse_D,Adjustment transaction
5089,74,Sale,-19,2024-05-13 00:00:00,2282.0,Warehouse_A,Sale transaction
5090,413,Sale,-19,2023-03-16 00:00:00,998.0,Warehouse_A,Sale transaction
5091,354,Adjustment,-2,2023-06-08 00:00:00,,Warehouse_C,Adjustment transaction
5092,325,Return,1,2024-05-31 00:00:00,,Warehouse_C,Return transaction
5093,399,Adjustment,5,2024-08-28 00:00:00,,Warehouse_B,Adjustment transaction
5094,171,Purchase,192,2023-06-09 00:00:00,,Warehouse_C,Purchase transaction
5095,350,Adjustment,1,2024-11-01 00:00:00,,Warehouse_A,Adjustment transaction
5096,468,Return,2,2024-07-20 00:00:00,,Warehouse_D,Return transaction
5097,100,Sale,-2,2023-01-04 00:00:00,761.0,Warehouse_B,Sale transaction
5098,19,Adjustment,-7,2024-03-27 00:00:00,,Warehouse_D,Adjustment transaction
5099,417,Purchase,362,2024-05-22 00:00:00,,Warehouse_D,Purchase transaction
5100,24,Adjustment,6,2024-12-13 00:00:00,,Warehouse_A,Adjustment transaction
5101,181,Return,4,2023-11-16 00:00:00,,Warehouse_D,Return transaction
5102,59,Adjustment,8,2024-03-07 00:00:00,,Warehouse_B,Adjustment transaction
5103,362,Purchase,87,2023-03-19 00:00:00,,Warehouse_D,Purchase transaction
5104,96,Return,2,2023-09-27 00:00:00,,Warehouse_D,Return transaction
5105,222,Sale,-8,2023-04-02 00:00:00,7297.0,Warehouse_D,Sale transaction
5106,57,Sale,-14,2024-10-15 00:00:00,4373.0,Warehouse_D,Sale transaction
5107,26,Return,4,2024-03-02 00:00:00,,Warehouse_D,Return transaction
5108,165,Sale,-14,2024-12-02 00:00:00,7512.0,Warehouse_D,Sale transaction
5109,13,Adjustment,2,2024-07-14 00:00:00,,Warehouse_D,Adjustment transaction
5110,69,Sale,-14,2024-11-03 00:00:00,5991.0,Warehouse_C,Sale transaction
5111,48,Sale,-1,2023-07-13 00:00:00,607.0,Warehouse_C,Sale transaction
5112,491,Purchase,273,2023-07-28 00:00:00,,Warehouse_B,Purchase transaction
5113,106,Purchase,183,2024-03-26 00:00:00,,Warehouse_D,Purchase transaction
5114,279,Sale,-6,2024-03-20 00:00:00,2972.0,Warehouse_D,Sale transaction
5115,393,Purchase,395,2024-10-16 00:00:00,,Warehouse_B,Purchase transaction
5116,235,Sale,-20,2024-06-01 00:00:00,1424.0,Warehouse_C,Sale transaction
5117,137,Adjustment,10,2024-05-19 00:00:00,,Warehouse_A,Adjustment transaction
5118,359,Purchase,79,2023-02-23 00:00:00,,Warehouse_B,Purchase transaction
5119,181,Purchase,442,2023-10-09 00:00:00,,Warehouse_A,Purchase transaction
5120,427,Purchase,484,2024-01-24 00:00:00,,Warehouse_B,Purchase transaction
5121,132,Purchase,210,2024-02-04 00:00:00,,Warehouse_B,Purchase transaction
5122,157,Adjustment,0,2023-02-23 00:00:00,,Warehouse_A,Adjustment transaction
5123,375,Sale,-9,2024-07-25 00:00:00,7260.0,Warehouse_B,Sale transaction
5124,490,Adjustment,2,2023-10-20 00:00:00,,Warehouse_D,Adjustment transaction
5125,444,Sale,-15,2023-04-07 00:00:00,3756.0,Warehouse_D,Sale transaction
5126,352,Adjustment,-9,2023-03-18 00:00:00,,Warehouse_D,Adjustment transaction
5127,49,Sale,-15,2023-09-17 00:00:00,5766.0,Warehouse_A,Sale transaction
5128,242,Adjustment,5,2024-09-29 00:00:00,,Warehouse_A,Adjustment transaction
5129,483,Adjustment,-8,2024-04-06 00:00:00,,Warehouse_D,Adjustment transaction
5130,205,Purchase,418,2023-04-09 00:00:00,,Warehouse_A,Purchase transaction
5131,143,Purchase,408,2023-12-03 00:00:00,,Warehouse_B,Purchase transaction
5132,396,Sale,-5,2023-02-07 00:00:00,1914.0,Warehouse_D,Sale transaction
5133,401,Sale,-10,2023-11-21 00:00:00,5766.0,Warehouse_C,Sale transaction
5134,102,Return,2,2023-08-07 00:00:00,,Warehouse_C,Return transaction
5135,42,Purchase,358,2024-03-28 00:00:00,,Warehouse_D,Purchase transaction
5136,3,Adjustment,0,2024-01-06 00:00:00,,Warehouse_D,Adjustment transaction
5137,73,Sale,-5,2024-10-18 00:00:00,2894.0,Warehouse_A,Sale transaction
5138,440,Return,4,2024-02-22 00:00:00,,Warehouse_A,Return transaction
5139,176,Adjustment,-6,2023-05-02 00:00:00,,Warehouse_C,Adjustment transaction
5140,212,Adjustment,8,2024-04-20 00:00:00,,Warehouse_C,Adjustment transaction
5141,77,Purchase,472,2024-09-04 00:00:00,,Warehouse_B,Purchase transaction
5142,287,Adjustment,5,2023-11-01 00:00:00,,Warehouse_B,Adjustment transaction
5143,426,Sale,-19,2023-11-22 00:00:00,6296.0,Warehouse_D,Sale transaction
5144,173,Sale,-6,2023-04-14 00:00:00,1463.0,Warehouse_C,Sale transaction
5145,215,Return,4,2023-11-24 00:00:00,,Warehouse_B,Return transaction
5146,190,Return,3,2024-08-17 00:00:00,,Warehouse_B,Return transaction
5147,330,Purchase,445,2024-10-27 00:00:00,,Warehouse_A,Purchase transaction
5148,307,Purchase,52,2023-01-05 00:00:00,,Warehouse_A,Purchase transaction
5149,381,Purchase,344,2024-05-01 00:00:00,,Warehouse_C,Purchase transaction
5150,29,Return,5,2023-06-25 00:00:00,,Warehouse_A,Return transaction
5151,365,Purchase,51,2024-07-24 00:00:00,,Warehouse_C,Purchase transaction
5152,320,Return,4,2023-06-24 00:00:00,,Warehouse_B,Return transaction
5153,256,Sale,-5,2024-11-20 00:00:00,5359.0,Warehouse_D,Sale transaction
5154,204,Adjustment,4,2023-08-19 00:00:00,,Warehouse_A,Adjustment transaction
5155,104,Purchase,367,2024-01-30 00:00:00,,Warehouse_A,Purchase transaction
5156,245,Purchase,120,2023-02-17 00:00:00,,Warehouse_A,Purchase transaction
5157,54,Return,5,2023-11-01 00:00:00,,Warehouse_D,Return transaction
5158,254,Purchase,207,2024-05-04 00:00:00,,Warehouse_C,Purchase transaction
5159,94,Purchase,253,2023-11-22 00:00:00,,Warehouse_B,Purchase transaction
5160,90,Return,3,2024-01-08 00:00:00,,Warehouse_B,Return transaction
5161,10,Adjustment,-5,2023-02-14 00:00:00,,Warehouse_D,Adjustment transaction
5162,207,Return,3,2023-01-27 00:00:00,,Warehouse_B,Return transaction
5163,108,Sale,-4,2024-04-21 00:00:00,5033.0,Warehouse_C,Sale transaction
5164,298,Return,5,2024-10-31 00:00:00,,Warehouse_A,Return transaction
5165,156,Purchase,116,2023-01-22 00:00:00,,Warehouse_B,Purchase transaction
5166,284,Return,1,2024-05-05 00:00:00,,Warehouse_A,Return transaction
5167,335,Adjustment,1,2023-09-26 00:00:00,,Warehouse_A,Adjustment transaction
5168,245,Return,4,2023-08-16 00:00:00,,Warehouse_C,Return transaction
5169,456,Sale,-12,2024-08-05 00:00:00,4156.0,Warehouse_D,Sale transaction
5170,33,Sale,-4,2023-11-11 00:00:00,7805.0,Warehouse_C,Sale transaction
5171,169,Sale,-5,2024-01-30 00:00:00,6105.0,Warehouse_B,Sale transaction
5172,173,Purchase,488,2024-03-05 00:00:00,,Warehouse_A,Purchase transaction
5173,496,Sale,-5,2024-10-05 00:00:00,3195.0,Warehouse_A,Sale transaction
5174,348,Adjustment,8,2023-05-23 00:00:00,,Warehouse_C,Adjustment transaction
5175,162,Return,5,2024-05-06 00:00:00,,Warehouse_C,Return transaction
5176,473,Adjustment,3,2024-08-16 00:00:00,,Warehouse_A,Adjustment transaction
5177,80,Sale,-16,2023-11-30 00:00:00,1936.0,Warehouse_B,Sale transaction
5178,58,Purchase,158,2023-08-22 00:00:00,,Warehouse_D,Purchase transaction
5179,295,Sale,-15,2023-01-13 00:00:00,6446.0,Warehouse_B,Sale transaction
5180,119,Sale,-18,2024-01-16 00:00:00,3627.0,Warehouse_C,Sale transaction
5181,219,Return,4,2023-08-03 00:00:00,,Warehouse_C,Return transaction
5182,365,Sale,-2,2023-11-09 00:00:00,5665.0,Warehouse_D,Sale transaction
5183,273,Sale,-3,2024-07-30 00:00:00,7928.0,Warehouse_A,Sale transaction
5184,245,Purchase,101,2024-01-02 00:00:00,,Warehouse_C,Purchase transaction
5185,79,Purchase,407,2024-07-02 00:00:00,,Warehouse_B,Purchase transaction
5186,225,Adjustment,-7,2024-03-18 00:00:00,,Warehouse_D,Adjustment transaction
5187,262,Sale,-6,2024-08-10 00:00:00,1152.0,Warehouse_B,Sale transaction
5188,98,Return,5,2023-10-17 00:00:00,,Warehouse_A,Return transaction
5189,254,Sale,-17,2023-04-13 00:00:00,6817.0,Warehouse_B,Sale transaction
5190,202,Sale,-11,2024-04-30 00:00:00,2052.0,Warehouse_C,Sale transaction
5191,3,Purchase,373,2024-02-05 00:00:00,,Warehouse_B,Purchase transaction
5192,67,Return,4,2024-08-02 00:00:00,,Warehouse_B,Return transaction
5193,464,Sale,-5,2024-02-09 00:00:00,1797.0,Warehouse_C,Sale transaction
5194,55,Adjustment,-10,2024-07-14 00:00:00,,Warehouse_C,Adjustment transaction
5195,241,Adjustment,-9,2024-11-17 00:00:00,,Warehouse_C,Adjustment transaction
5196,339,Return,3,2023-11-17 00:00:00,,Warehouse_C,Return transaction
5197,116,Return,3,2024-05-19 00:00:00,,Warehouse_A,Return transaction
5198,275,Sale,-3,2024-09-07 00:00:00,1824.0,Warehouse_B,Sale transaction
5199,58,Return,2,2024-01-02 00:00:00,,Warehouse_C,Return transaction
5200,100,Sale,-15,2024-01-10 00:00:00,5893.0,Warehouse_A,Sale transaction
5201,356,Adjustment,-2,2023-07-19 00:00:00,,Warehouse_C,Adjustment transaction
5202,369,Adjustment,3,2024-02-14 00:00:00,,Warehouse_D,Adjustment transaction
5203,472,Adjustment,-4,2023-01-30 00:00:00,,Warehouse_D,Adjustment transaction
5204,168,Adjustment,1,2024-10-15 00:00:00,,Warehouse_C,Adjustment transaction
5205,75,Return,5,2023-10-15 00:00:00,,Warehouse_D,Return transaction
5206,174,Adjustment,8,2023-02-08 00:00:00,,Warehouse_A,Adjustment transaction
5207,86,Sale,-5,2023-02-12 00:00:00,7488.0,Warehouse_A,Sale transaction
5208,487,Purchase,147,2023-05-05 00:00:00,,Warehouse_A,Purchase transaction
5209,301,Purchase,343,2023-05-05 00:00:00,,Warehouse_C,Purchase transaction
5210,83,Sale,-4,2024-07-01 00:00:00,7276.0,Warehouse_A,Sale transaction
5211,50,Return,5,2024-03-01 00:00:00,,Warehouse_B,Return transaction
5212,317,Adjustment,-8,2023-02-14 00:00:00,,Warehouse_B,Adjustment transaction
5213,32,Return,1,2024-12-11 00:00:00,,Warehouse_D,Return transaction
5214,379,Sale,-17,2023-05-02 00:00:00,5141.0,Warehouse_D,Sale transaction
5215,228,Return,4,2023-03-30 00:00:00,,Warehouse_A,Return transaction
5216,89,Sale,-10,2023-09-28 00:00:00,2547.0,Warehouse_B,Sale transaction
5217,142,Sale,-13,2024-09-17 00:00:00,3757.0,Warehouse_B,Sale transaction
5218,187,Purchase,335,2024-06-07 00:00:00,,Warehouse_C,Purchase transaction
5219,437,Return,3,2024-12-06 00:00:00,,Warehouse_D,Return transaction
5220,149,Adjustment,-6,2023-06-30 00:00:00,,Warehouse_D,Adjustment transaction
5221,13,Sale,-8,2023-02-05 00:00:00,3441.0,Warehouse_D,Sale transaction
5222,296,Adjustment,7,2023-06-06 00:00:00,,Warehouse_B,Adjustment transaction
5223,168,Adjustment,-6,2024-06-10 00:00:00,,Warehouse_C,Adjustment transaction
5224,322,Purchase,227,2023-04-25 00:00:00,,Warehouse_A,Purchase transaction
5225,477,Sale,-9,2024-03-03 00:00:00,1887.0,Warehouse_D,Sale transaction
5226,388,Adjustment,8,2024-02-07 00:00:00,,Warehouse_D,Adjustment transaction
5227,486,Sale,-18,2023-03-03 00:00:00,5014.0,Warehouse_B,Sale transaction
5228,75,Adjustment,-1,2023-10-02 00:00:00,,Warehouse_C,Adjustment transaction
5229,68,Sale,-7,2024-09-17 00:00:00,1387.0,Warehouse_B,Sale transaction
5230,376,Return,3,2023-08-20 00:00:00,,Warehouse_B,Return transaction
5231,439,Sale,-1,2023-02-26 00:00:00,5986.0,Warehouse_D,Sale transaction
5232,370,Return,1,2024-10-04 00:00:00,,Warehouse_D,Return transaction
5233,109,Adjustment,6,2023-08-20 00:00:00,,Warehouse_C,Adjustment transaction
5234,381,Return,3,2024-04-05 00:00:00,,Warehouse_A,Return transaction
5235,237,Purchase,339,2023-02-02 00:00:00,,Warehouse_C,Purchase transaction
5236,42,Sale,-18,2023-01-29 00:00:00,1143.0,Warehouse_B,Sale transaction
5237,95,Purchase,403,2023-08-21 00:00:00,,Warehouse_A,Purchase transaction
5238,226,Return,4,2024-09-22 00:00:00,,Warehouse_D,Return transaction
5239,48,Adjustment,0,2024-02-08 00:00:00,,Warehouse_C,Adjustment transaction
5240,241,Adjustment,3,2023-10-06 00:00:00,,Warehouse_D,Adjustment transaction
5241,303,Sale,-11,2024-08-08 00:00:00,5345.0,Warehouse_A,Sale transaction
5242,250,Return,1,2024-08-11 00:00:00,,Warehouse_C,Return transaction
5243,439,Adjustment,10,2024-02-28 00:00:00,,Warehouse_B,Adjustment transaction
5244,335,Return,5,2023-02-16 00:00:00,,Warehouse_D,Return transaction
5245,287,Purchase,453,2023-10-10 00:00:00,,Warehouse_A,Purchase transaction
5246,291,Purchase,497,2023-09-06 00:00:00,,Warehouse_A,Purchase transaction
5247,472,Sale,-17,2023-05-17 00:00:00,2103.0,Warehouse_D,Sale transaction
5248,70,Sale,-17,2024-11-12 00:00:00,6158.0,Warehouse_A,Sale transaction
5249,114,Adjustment,1,2024-09-23 00:00:00,,Warehouse_B,Adjustment transaction
5250,130,Adjustment,10,2024-03-05 00:00:00,,Warehouse_B,Adjustment transaction
5251,182,Purchase,434,2024-12-27 00:00:00,,Warehouse_D,Purchase transaction
5252,264,Return,3,2024-11-22 00:00:00,,Warehouse_A,Return transaction
5253,89,Sale,-13,2024-03-06 00:00:00,3548.0,Warehouse_D,Sale transaction
5254,211,Purchase,330,2023-04-16 00:00:00,,Warehouse_B,Purchase transaction
5255,1,Adjustment,-8,2024-12-31 00:00:00,,Warehouse_C,Adjustment transaction
5256,27,Purchase,72,2023-02-17 00:00:00,,Warehouse_A,Purchase transaction
5257,371,Sale,-13,2023-02-25 00:00:00,1986.0,Warehouse_B,Sale transaction
5258,297,Adjustment,8,2024-03-25 00:00:00,,Warehouse_D,Adjustment transaction
5259,341,Sale,-7,2023-11-08 00:00:00,4091.0,Warehouse_B,Sale transaction
5260,359,Adjustment,-5,2023-02-19 00:00:00,,Warehouse_D,Adjustment transaction
5261,244,Sale,-11,2023-12-19 00:00:00,7353.0,Warehouse_B,Sale transaction
5262,365,Purchase,423,2023-03-31 00:00:00,,Warehouse_D,Purchase transaction
5263,459,Purchase,423,2024-09-17 00:00:00,,Warehouse_C,Purchase transaction
5264,83,Return,1,2024-01-23 00:00:00,,Warehouse_A,Return transaction
5265,400,Return,1,2024-04-18 00:00:00,,Warehouse_A,Return transaction
5266,349,Purchase,58,2024-08-08 00:00:00,,Warehouse_A,Purchase transaction
5267,115,Sale,-10,2024-10-30 00:00:00,1134.0,Warehouse_C,Sale transaction
5268,449,Return,1,2024-06-24 00:00:00,,Warehouse_A,Return transaction
5269,427,Purchase,110,2024-10-29 00:00:00,,Warehouse_C,Purchase transaction
5270,440,Purchase,354,2023-11-14 00:00:00,,Warehouse_A,Purchase transaction
5271,358,Adjustment,-8,2024-06-25 00:00:00,,Warehouse_A,Adjustment transaction
5272,117,Purchase,199,2024-07-24 00:00:00,,Warehouse_C,Purchase transaction
5273,411,Sale,-18,2024-11-11 00:00:00,2763.0,Warehouse_B,Sale transaction
5274,382,Purchase,264,2024-05-30 00:00:00,,Warehouse_B,Purchase transaction
5275,5,Adjustment,7,2023-11-14 00:00:00,,Warehouse_A,Adjustment transaction
5276,21,Purchase,241,2024-04-02 00:00:00,,Warehouse_C,Purchase transaction
5277,367,Sale,-11,2024-11-28 00:00:00,1520.0,Warehouse_A,Sale transaction
5278,414,Adjustment,-7,2024-05-13 00:00:00,,Warehouse_B,Adjustment transaction
5279,410,Adjustment,0,2024-03-07 00:00:00,,Warehouse_D,Adjustment transaction
5280,319,Purchase,490,2024-01-25 00:00:00,,Warehouse_A,Purchase transaction
5281,489,Adjustment,2,2023-11-27 00:00:00,,Warehouse_A,Adjustment transaction
5282,426,Purchase,264,2023-12-23 00:00:00,,Warehouse_A,Purchase transaction
5283,101,Purchase,421,2023-01-05 00:00:00,,Warehouse_C,Purchase transaction
5284,34,Adjustment,5,2023-10-11 00:00:00,,Warehouse_D,Adjustment transaction
5285,180,Return,2,2023-11-22 00:00:00,,Warehouse_A,Return transaction
5286,130,Sale,-12,2024-04-26 00:00:00,5063.0,Warehouse_D,Sale transaction
5287,209,Sale,-17,2024-08-08 00:00:00,2986.0,Warehouse_B,Sale transaction
5288,210,Sale,-7,2023-03-05 00:00:00,5104.0,Warehouse_D,Sale transaction
5289,77,Adjustment,5,2023-10-24 00:00:00,,Warehouse_A,Adjustment transaction
5290,168,Return,1,2023-08-18 00:00:00,,Warehouse_B,Return transaction
5291,222,Sale,-4,2023-01-09 00:00:00,4985.0,Warehouse_D,Sale transaction
5292,302,Adjustment,3,2024-08-17 00:00:00,,Warehouse_B,Adjustment transaction
5293,489,Purchase,317,2024-06-13 00:00:00,,Warehouse_D,Purchase transaction
5294,202,Adjustment,6,2023-02-12 00:00:00,,Warehouse_D,Adjustment transaction
5295,435,Return,3,2023-02-25 00:00:00,,Warehouse_C,Return transaction
5296,215,Adjustment,-8,2024-10-20 00:00:00,,Warehouse_C,Adjustment transaction
5297,350,Purchase,221,2024-07-17 00:00:00,,Warehouse_B,Purchase transaction
5298,73,Purchase,391,2023-09-28 00:00:00,,Warehouse_A,Purchase transaction
5299,195,Adjustment,3,2024-09-23 00:00:00,,Warehouse_D,Adjustment transaction
5300,444,Adjustment,4,2024-08-23 00:00:00,,Warehouse_A,Adjustment transaction
5301,261,Return,3,2024-01-06 00:00:00,,Warehouse_D,Return transaction
5302,419,Adjustment,6,2023-04-03 00:00:00,,Warehouse_C,Adjustment transaction
5303,271,Sale,-10,2024-12-08 00:00:00,6553.0,Warehouse_A,Sale transaction
5304,369,Sale,-14,2024-10-13 00:00:00,7307.0,Warehouse_B,Sale transaction
5305,426,Return,4,2024-09-12 00:00:00,,Warehouse_B,Return transaction
5306,387,Purchase,266,2023-09-04 00:00:00,,Warehouse_A,Purchase transaction
5307,250,Sale,-19,2023-12-19 00:00:00,7788.0,Warehouse_D,Sale transaction
5308,467,Purchase,116,2024-07-01 00:00:00,,Warehouse_C,Purchase transaction
5309,384,Adjustment,-5,2024-07-14 00:00:00,,Warehouse_A,Adjustment transaction
5310,140,Purchase,173,2024-04-04 00:00:00,,Warehouse_B,Purchase transaction
5311,459,Return,1,2024-03-07 00:00:00,,Warehouse_C,Return transaction
5312,282,Purchase,89,2023-01-20 00:00:00,,Warehouse_B,Purchase transaction
5313,389,Purchase,485,2023-02-09 00:00:00,,Warehouse_D,Purchase transaction
5314,57,Purchase,379,2024-12-22 00:00:00,,Warehouse_B,Purchase transaction
5315,278,Adjustment,3,2023-02-04 00:00:00,,Warehouse_B,Adjustment transaction
5316,421,Adjustment,-4,2024-02-07 00:00:00,,Warehouse_D,Adjustment transaction
5317,186,Adjustment,-5,2024-07-06 00:00:00,,Warehouse_C,Adjustment transaction
5318,10,Purchase,216,2024-11-11 00:00:00,,Warehouse_B,Purchase transaction
5319,476,Return,3,2023-11-09 00:00:00,,Warehouse_B,Return transaction
5320,367,Adjustment,-8,2024-06-02 00:00:00,,Warehouse_D,Adjustment transaction
5321,209,Sale,-7,2023-08-22 00:00:00,1396.0,Warehouse_D,Sale transaction
5322,40,Return,1,2024-09-03 00:00:00,,Warehouse_B,Return transaction
5323,43,Sale,-13,2024-11-02 00:00:00,1818.0,Warehouse_A,Sale transaction
5324,254,Purchase,441,2024-11-30 00:00:00,,Warehouse_C,Purchase transaction
5325,317,Adjustment,-4,2023-09-29 00:00:00,,Warehouse_C,Adjustment transaction
5326,103,Adjustment,9,2024-12-20 00:00:00,,Warehouse_D,Adjustment transaction
5327,218,Sale,-13,2024-08-06 00:00:00,5956.0,Warehouse_D,Sale transaction
5328,323,Return,1,2024-07-15 00:00:00,,Warehouse_C,Return transaction
5329,375,Adjustment,-7,2024-08-30 00:00:00,,Warehouse_B,Adjustment transaction
5330,55,Sale,-16,2023-01-28 00:00:00,7070.0,Warehouse_D,Sale transaction
5331,307,Return,5,2024-02-14 00:00:00,,Warehouse_D,Return transaction
5332,309,Return,4,2023-01-14 00:00:00,,Warehouse_A,Return transaction
5333,163,Sale,-5,2024-06-17 00:00:00,5022.0,Warehouse_C,Sale transaction
5334,451,Purchase,425,2023-12-15 00:00:00,,Warehouse_D,Purchase transaction
5335,281,Sale,-6,2024-03-15 00:00:00,679.0,Warehouse_A,Sale transaction
5336,322,Return,4,2024-05-17 00:00:00,,Warehouse_A,Return transaction
5337,254,Return,4,2024-01-30 00:00:00,,Warehouse_D,Return transaction
5338,107,Adjustment,-7,2023-12-16 00:00:00,,Warehouse_D,Adjustment transaction
5339,215,Sale,-5,2024-05-22 00:00:00,2598.0,Warehouse_A,Sale transaction
5340,67,Return,2,2023-08-30 00:00:00,,Warehouse_C,Return transaction
5341,386,Adjustment,-9,2023-10-07 00:00:00,,Warehouse_A,Adjustment transaction
5342,396,Purchase,111,2023-03-06 00:00:00,,Warehouse_A,Purchase transaction
5343,102,Purchase,391,2024-12-05 00:00:00,,Warehouse_B,Purchase transaction
5344,486,Purchase,417,2024-05-20 00:00:00,,Warehouse_B,Purchase transaction
5345,261,Adjustment,5,2023-02-21 00:00:00,,Warehouse_B,Adjustment transaction
5346,435,Sale,-10,2024-03-15 00:00:00,3019.0,Warehouse_D,Sale transaction
5347,294,Purchase,176,2023-03-15 00:00:00,,Warehouse_D,Purchase transaction
5348,87,Return,1,2023-07-03 00:00:00,,Warehouse_A,Return transaction
5349,229,Sale,-1,2024-01-09 00:00:00,5240.0,Warehouse_C,Sale transaction
5350,168,Purchase,206,2023-02-24 00:00:00,,Warehouse_B,Purchase transaction
5351,393,Adjustment,-2,2023-05-01 00:00:00,,Warehouse_D,Adjustment transaction
5352,350,Sale,-2,2023-08-19 00:00:00,5855.0,Warehouse_A,Sale transaction
5353,200,Sale,-9,2023-11-24 00:00:00,4195.0,Warehouse_B,Sale transaction
5354,105,Sale,-8,2023-08-05 00:00:00,1352.0,Warehouse_B,Sale transaction
5355,320,Sale,-3,2024-01-08 00:00:00,5087.0,Warehouse_C,Sale transaction
5356,113,Sale,-19,2023-11-14 00:00:00,799.0,Warehouse_B,Sale transaction
5357,70,Sale,-3,2024-09-20 00:00:00,3274.0,Warehouse_B,Sale transaction
5358,172,Purchase,165,2023-08-02 00:00:00,,Warehouse_D,Purchase transaction
5359,488,Sale,-11,2023-11-26 00:00:00,2703.0,Warehouse_B,Sale transaction
5360,80,Adjustment,-7,2024-09-19 00:00:00,,Warehouse_A,Adjustment transaction
5361,433,Sale,-9,2023-10-04 00:00:00,4445.0,Warehouse_C,Sale transaction
5362,266,Adjustment,10,2023-07-20 00:00:00,,Warehouse_B,Adjustment transaction
5363,14,Sale,-7,2023-07-19 00:00:00,4983.0,Warehouse_A,Sale transaction
5364,57,Adjustment,9,2023-10-02 00:00:00,,Warehouse_A,Adjustment transaction
5365,192,Return,5,2023-09-04 00:00:00,,Warehouse_D,Return transaction
5366,47,Return,3,2023-10-30 00:00:00,,Warehouse_A,Return transaction
5367,308,Sale,-16,2024-01-14 00:00:00,424.0,Warehouse_A,Sale transaction
5368,139,Purchase,397,2023-07-11 00:00:00,,Warehouse_C,Purchase transaction
5369,452,Adjustment,-3,2023-05-04 00:00:00,,Warehouse_A,Adjustment transaction
5370,122,Purchase,213,2023-02-18 00:00:00,,Warehouse_C,Purchase transaction
5371,147,Purchase,444,2024-03-30 00:00:00,,Warehouse_C,Purchase transaction
5372,71,Return,5,2024-02-29 00:00:00,,Warehouse_C,Return transaction
5373,141,Return,3,2023-04-06 00:00:00,,Warehouse_C,Return transaction
5374,113,Sale,-3,2024-06-30 00:00:00,7290.0,Warehouse_B,Sale transaction
5375,373,Sale,-4,2024-12-12 00:00:00,3194.0,Warehouse_D,Sale transaction
5376,103,Purchase,219,2023-01-26 00:00:00,,Warehouse_A,Purchase transaction
