response_id,campaign_id,customer_id,response_date,response_type,order_id
2436,1,416,2023-06-16 00:00:00,Unsubscribed,
2437,23,185,2024-02-08 00:00:00,Purchased,
2438,15,449,2024-11-11 00:00:00,Clicked,
2439,8,681,2023-09-15 00:00:00,Clicked,
2440,28,1004,2024-05-11 00:00:00,Purchased,
2441,11,878,2024-05-08 00:00:00,Clicked,
2442,26,1373,2023-08-26 00:00:00,Opened,
2443,28,734,2024-06-28 00:00:00,Unsubscribed,
2444,29,1359,2024-11-05 00:00:00,Clicked,
2445,24,151,2024-08-31 00:00:00,Unsubscribed,
2446,19,1734,2024-01-11 00:00:00,Opened,
2447,22,828,2023-06-29 00:00:00,Clicked,
2448,29,1970,2024-10-29 00:00:00,Opened,
2449,6,367,2024-08-27 00:00:00,Purchased,2049.0
2450,30,619,2024-11-02 00:00:00,Unsubscribed,
2451,14,606,2023-12-21 00:00:00,Opened,
2452,9,509,2024-01-06 00:00:00,Purchased,1138.0
2453,1,756,2023-05-21 00:00:00,Purchased,4590.0
2454,12,1095,2023-10-09 00:00:00,Opened,
2455,27,63,2024-05-26 00:00:00,Opened,
2456,14,1871,2024-01-28 00:00:00,Clicked,
2457,4,1466,2024-11-14 00:00:00,Purchased,
2458,16,209,2023-12-19 00:00:00,Unsubscribed,
2459,21,803,2024-08-11 00:00:00,Opened,
2460,19,746,2023-12-17 00:00:00,Opened,
2461,17,1672,2023-11-26 00:00:00,Purchased,
2462,3,1559,2023-04-30 00:00:00,Opened,
2463,7,392,2024-07-26 00:00:00,Clicked,
2464,23,634,2023-12-28 00:00:00,Opened,
2465,8,2,2023-10-05 00:00:00,Unsubscribed,
2466,12,762,2023-11-06 00:00:00,Purchased,
2467,14,962,2024-01-17 00:00:00,Purchased,5784.0
2468,20,1278,2023-06-18 00:00:00,Opened,
2469,18,1055,2024-03-10 00:00:00,Unsubscribed,
2470,10,1450,2024-04-11 00:00:00,Opened,
2471,29,680,2024-12-18 00:00:00,Purchased,
2472,25,757,2023-11-19 00:00:00,Purchased,453.0
2473,2,1358,2023-08-09 00:00:00,Purchased,5516.0
2474,26,1947,2023-08-19 00:00:00,Clicked,
2475,26,1200,2023-09-21 00:00:00,Clicked,
2476,23,66,2024-01-16 00:00:00,Clicked,
2477,15,1927,2024-12-27 00:00:00,Unsubscribed,
2478,3,584,2023-04-26 00:00:00,Clicked,
2479,24,1140,2024-10-04 00:00:00,Clicked,
2480,27,1305,2024-05-30 00:00:00,Opened,
2481,3,752,2023-04-23 00:00:00,Purchased,2411.0
2482,13,1475,2024-08-29 00:00:00,Opened,
2483,4,293,2024-12-04 00:00:00,Unsubscribed,
2484,15,716,2024-11-15 00:00:00,Opened,
2485,9,1584,2024-01-02 00:00:00,Opened,
2486,13,1854,2024-08-22 00:00:00,Purchased,321.0
2487,25,1967,2023-12-09 00:00:00,Purchased,3061.0
2488,1,142,2023-06-08 00:00:00,Purchased,2189.0
2489,28,1866,2024-07-03 00:00:00,Opened,
2490,4,821,2024-10-09 00:00:00,Unsubscribed,
2491,10,1346,2024-03-29 00:00:00,Clicked,
2492,19,1007,2023-12-17 00:00:00,Unsubscribed,
2493,17,379,2023-12-01 00:00:00,Clicked,
2494,29,1740,2024-10-26 00:00:00,Unsubscribed,
2495,21,821,2024-08-22 00:00:00,Clicked,
2496,20,1845,2023-06-08 00:00:00,Clicked,
2497,22,1144,2023-07-07 00:00:00,Unsubscribed,
2498,13,330,2024-10-04 00:00:00,Purchased,
2499,6,194,2024-09-11 00:00:00,Purchased,
2500,3,1533,2023-05-18 00:00:00,Unsubscribed,
2501,14,1984,2024-01-02 00:00:00,Clicked,
2502,17,635,2023-10-20 00:00:00,Unsubscribed,
2503,24,1824,2024-09-18 00:00:00,Clicked,
2504,26,213,2023-08-29 00:00:00,Opened,
2505,6,380,2024-10-05 00:00:00,Purchased,
2506,18,1139,2024-03-22 00:00:00,Purchased,
2507,12,480,2023-11-21 00:00:00,Purchased,5684.0
2508,24,535,2024-10-23 00:00:00,Opened,
2509,2,1165,2023-09-04 00:00:00,Clicked,
2510,13,874,2024-10-10 00:00:00,Unsubscribed,
2511,8,1352,2023-08-19 00:00:00,Opened,
2512,16,564,2024-01-16 00:00:00,Purchased,
2513,22,325,2023-08-13 00:00:00,Purchased,
2514,23,662,2024-01-14 00:00:00,Unsubscribed,
2515,27,166,2024-06-05 00:00:00,Unsubscribed,
2516,28,1724,2024-06-08 00:00:00,Clicked,
2517,12,577,2023-11-03 00:00:00,Unsubscribed,
2518,12,135,2023-11-06 00:00:00,Opened,
2519,26,529,2023-09-20 00:00:00,Purchased,
2520,9,1490,2023-11-09 00:00:00,Clicked,
2521,2,1743,2023-07-15 00:00:00,Unsubscribed,
2522,6,657,2024-09-20 00:00:00,Opened,
2523,30,261,2024-11-07 00:00:00,Clicked,
2524,25,817,2023-11-19 00:00:00,Purchased,
2525,25,1978,2023-12-10 00:00:00,Purchased,272.0
2526,17,902,2023-12-02 00:00:00,Opened,
2527,28,928,2024-06-15 00:00:00,Clicked,
2528,23,726,2024-01-19 00:00:00,Clicked,
2529,11,399,2024-03-30 00:00:00,Clicked,
2530,20,356,2023-07-05 00:00:00,Opened,
2531,10,1744,2024-05-05 00:00:00,Unsubscribed,
2532,10,9,2024-03-29 00:00:00,Opened,
2533,23,1876,2024-02-09 00:00:00,Clicked,
2534,13,1259,2024-10-11 00:00:00,Clicked,
2535,27,145,2024-05-30 00:00:00,Opened,
2536,7,27,2024-07-18 00:00:00,Unsubscribed,
2537,7,189,2024-07-27 00:00:00,Unsubscribed,
2538,29,1068,2024-11-04 00:00:00,Unsubscribed,
2539,6,1466,2024-09-06 00:00:00,Clicked,
2540,17,130,2023-10-16 00:00:00,Opened,
2541,5,131,2024-06-22 00:00:00,Unsubscribed,
2542,13,491,2024-09-17 00:00:00,Unsubscribed,
2543,1,1274,2023-05-19 00:00:00,Clicked,
2544,22,68,2023-07-10 00:00:00,Opened,
2545,2,1966,2023-07-27 00:00:00,Unsubscribed,
2546,16,1959,2024-01-01 00:00:00,Unsubscribed,
2547,3,1470,2023-05-08 00:00:00,Clicked,
2548,19,289,2024-01-18 00:00:00,Unsubscribed,
2549,16,1446,2024-01-15 00:00:00,Unsubscribed,
2550,5,1847,2024-05-19 00:00:00,Unsubscribed,
2551,12,244,2023-11-15 00:00:00,Unsubscribed,
2552,5,1178,2024-05-24 00:00:00,Opened,
2553,2,1464,2023-09-09 00:00:00,Purchased,1433.0
2554,11,1476,2024-03-19 00:00:00,Opened,
2555,14,937,2024-01-07 00:00:00,Clicked,
2556,5,579,2024-06-11 00:00:00,Purchased,
2557,4,905,2024-11-13 00:00:00,Opened,
2558,19,810,2024-01-07 00:00:00,Purchased,747.0
2559,26,1955,2023-09-20 00:00:00,Purchased,
2560,24,1390,2024-10-02 00:00:00,Unsubscribed,
2561,17,1393,2023-11-21 00:00:00,Clicked,
2562,17,454,2023-11-21 00:00:00,Opened,
2563,11,437,2024-04-30 00:00:00,Clicked,
2564,12,1172,2023-10-07 00:00:00,Clicked,
2565,11,578,2024-04-12 00:00:00,Opened,
2566,1,1175,2023-05-30 00:00:00,Unsubscribed,
2567,2,701,2023-07-14 00:00:00,Purchased,883.0
2568,17,1946,2023-11-12 00:00:00,Unsubscribed,
2569,12,1865,2023-10-09 00:00:00,Clicked,
2570,15,1595,2024-12-11 00:00:00,Unsubscribed,
2571,23,805,2024-02-04 00:00:00,Unsubscribed,
2572,7,1530,2024-08-03 00:00:00,Purchased,
2573,14,378,2024-01-04 00:00:00,Purchased,974.0
2574,5,476,2024-05-23 00:00:00,Clicked,
2575,5,1241,2024-06-12 00:00:00,Unsubscribed,
2576,27,1651,2024-05-23 00:00:00,Purchased,58.0
2577,22,1167,2023-08-01 00:00:00,Unsubscribed,
2578,19,795,2024-01-27 00:00:00,Opened,
2579,1,1384,2023-05-17 00:00:00,Purchased,2186.0
2580,29,83,2024-12-17 00:00:00,Clicked,
2581,26,1137,2023-09-02 00:00:00,Opened,
2582,28,1582,2024-06-03 00:00:00,Opened,
2583,30,1757,2024-09-11 00:00:00,Opened,
2584,26,898,2023-08-12 00:00:00,Opened,
2585,25,1010,2023-12-12 00:00:00,Purchased,
2586,14,305,2023-12-29 00:00:00,Purchased,7813.0
2587,1,29,2023-06-27 00:00:00,Opened,
2588,5,558,2024-05-17 00:00:00,Opened,
2589,21,354,2024-08-18 00:00:00,Opened,
2590,7,467,2024-07-19 00:00:00,Opened,
2591,27,486,2024-05-27 00:00:00,Unsubscribed,
2592,26,1083,2023-10-06 00:00:00,Opened,
2593,8,1616,2023-09-20 00:00:00,Purchased,2544.0
2594,18,1646,2024-03-19 00:00:00,Opened,
2595,26,1838,2023-08-27 00:00:00,Purchased,388.0
2596,9,236,2024-01-03 00:00:00,Opened,
2597,30,951,2024-10-14 00:00:00,Purchased,
2598,5,199,2024-06-13 00:00:00,Clicked,
2599,18,1800,2024-04-23 00:00:00,Clicked,
2600,14,476,2024-01-02 00:00:00,Unsubscribed,
2601,22,534,2023-06-22 00:00:00,Clicked,
2602,9,433,2023-12-21 00:00:00,Unsubscribed,
2603,19,1371,2023-12-16 00:00:00,Clicked,
2604,30,504,2024-11-02 00:00:00,Clicked,
2605,21,751,2024-07-26 00:00:00,Purchased,
2606,15,601,2024-11-22 00:00:00,Clicked,
2607,30,649,2024-10-16 00:00:00,Purchased,
2608,26,1114,2023-09-24 00:00:00,Purchased,4574.0
2609,10,553,2024-03-29 00:00:00,Purchased,2223.0
2610,29,1559,2024-11-24 00:00:00,Purchased,
2611,15,108,2024-12-28 00:00:00,Unsubscribed,
2612,17,68,2023-11-04 00:00:00,Unsubscribed,
2613,2,988,2023-08-13 00:00:00,Opened,
2614,9,1652,2023-11-21 00:00:00,Clicked,
2615,13,15,2024-09-08 00:00:00,Purchased,2706.0
2616,5,1977,2024-06-10 00:00:00,Unsubscribed,
2617,16,1944,2023-12-30 00:00:00,Clicked,
2618,26,1298,2023-10-06 00:00:00,Purchased,2894.0
2619,21,369,2024-08-08 00:00:00,Unsubscribed,
2620,10,476,2024-04-17 00:00:00,Unsubscribed,
2621,29,1783,2024-12-19 00:00:00,Opened,
2622,4,1687,2024-10-23 00:00:00,Opened,
2623,12,846,2023-11-20 00:00:00,Opened,
2624,23,1168,2024-02-13 00:00:00,Opened,
2625,24,753,2024-10-21 00:00:00,Purchased,
2626,14,300,2023-12-30 00:00:00,Opened,
2627,21,1701,2024-07-13 00:00:00,Unsubscribed,
2628,27,559,2024-05-01 00:00:00,Unsubscribed,
2629,1,1579,2023-06-22 00:00:00,Unsubscribed,
2630,21,1084,2024-07-26 00:00:00,Purchased,
2631,14,580,2024-01-19 00:00:00,Opened,
2632,21,769,2024-07-05 00:00:00,Unsubscribed,
2633,19,1904,2024-01-26 00:00:00,Opened,
2634,10,1553,2024-04-26 00:00:00,Unsubscribed,
2635,21,1015,2024-07-17 00:00:00,Unsubscribed,
2636,5,1104,2024-06-06 00:00:00,Opened,
2637,1,544,2023-06-14 00:00:00,Opened,
2638,10,263,2024-04-21 00:00:00,Purchased,
2639,16,939,2023-12-14 00:00:00,Opened,
2640,11,192,2024-04-23 00:00:00,Clicked,
2641,6,557,2024-09-18 00:00:00,Unsubscribed,
2642,22,563,2023-07-08 00:00:00,Opened,
2643,29,922,2024-12-02 00:00:00,Opened,
2644,29,111,2024-10-30 00:00:00,Purchased,
2645,12,970,2023-11-10 00:00:00,Purchased,3297.0
2646,27,1012,2024-05-26 00:00:00,Opened,
2647,18,707,2024-03-26 00:00:00,Unsubscribed,
2648,14,1980,2024-01-07 00:00:00,Clicked,
2649,14,1119,2023-12-21 00:00:00,Clicked,
2650,15,1197,2024-12-07 00:00:00,Unsubscribed,
2651,19,988,2024-01-04 00:00:00,Purchased,5747.0
2652,25,386,2023-12-02 00:00:00,Clicked,
2653,1,195,2023-05-26 00:00:00,Unsubscribed,
2654,5,1513,2024-05-18 00:00:00,Clicked,
2655,9,1877,2023-12-20 00:00:00,Clicked,
2656,14,577,2024-01-25 00:00:00,Purchased,2240.0
2657,15,1437,2024-11-10 00:00:00,Opened,
2658,15,1090,2024-12-30 00:00:00,Unsubscribed,
2659,12,1109,2023-10-08 00:00:00,Opened,
2660,26,1491,2023-08-13 00:00:00,Opened,
2661,23,1268,2024-02-15 00:00:00,Clicked,
2662,25,1434,2023-12-09 00:00:00,Purchased,1705.0
2663,23,862,2024-02-01 00:00:00,Unsubscribed,
2664,9,927,2023-12-08 00:00:00,Purchased,291.0
2665,7,917,2024-08-17 00:00:00,Unsubscribed,
2666,1,66,2023-05-10 00:00:00,Unsubscribed,
2667,14,701,2023-12-12 00:00:00,Clicked,
2668,16,1839,2023-12-05 00:00:00,Clicked,
2669,8,428,2023-09-01 00:00:00,Opened,
2670,18,1192,2024-03-15 00:00:00,Unsubscribed,
2671,13,861,2024-09-22 00:00:00,Unsubscribed,
2672,20,976,2023-05-27 00:00:00,Purchased,
2673,19,788,2024-02-12 00:00:00,Unsubscribed,
2674,12,241,2023-11-21 00:00:00,Clicked,
2675,12,1405,2023-11-02 00:00:00,Opened,
2676,15,462,2024-11-20 00:00:00,Opened,
2677,12,1035,2023-12-04 00:00:00,Clicked,
2678,20,598,2023-06-30 00:00:00,Opened,
2679,11,1478,2024-03-23 00:00:00,Purchased,
2680,7,397,2024-08-08 00:00:00,Purchased,
2681,2,756,2023-09-01 00:00:00,Unsubscribed,
2682,19,1366,2024-02-01 00:00:00,Unsubscribed,
2683,29,561,2024-11-06 00:00:00,Unsubscribed,
2684,6,1033,2024-09-30 00:00:00,Clicked,
2685,18,1319,2024-03-15 00:00:00,Clicked,
2686,15,1314,2024-11-13 00:00:00,Clicked,
2687,3,662,2023-05-02 00:00:00,Purchased,
2688,2,545,2023-08-03 00:00:00,Unsubscribed,
2689,2,1924,2023-07-26 00:00:00,Clicked,
2690,7,1364,2024-08-10 00:00:00,Opened,
2691,29,619,2024-11-26 00:00:00,Clicked,
2692,10,1812,2024-03-24 00:00:00,Opened,
2693,29,1402,2024-11-28 00:00:00,Opened,
2694,17,1770,2023-10-29 00:00:00,Unsubscribed,
2695,11,1760,2024-05-10 00:00:00,Purchased,4095.0
2696,1,70,2023-07-08 00:00:00,Purchased,3925.0
2697,19,386,2024-02-09 00:00:00,Purchased,
2698,6,997,2024-10-03 00:00:00,Opened,
2699,26,1681,2023-08-30 00:00:00,Unsubscribed,
2700,24,80,2024-09-05 00:00:00,Opened,
2701,24,566,2024-10-10 00:00:00,Purchased,
2702,11,728,2024-04-12 00:00:00,Clicked,
2703,22,498,2023-07-26 00:00:00,Clicked,
2704,13,1416,2024-10-08 00:00:00,Clicked,
2705,28,1962,2024-06-07 00:00:00,Opened,
2706,8,976,2023-08-23 00:00:00,Purchased,252.0
2707,28,391,2024-06-11 00:00:00,Purchased,3852.0
2708,11,274,2024-03-22 00:00:00,Opened,
2709,7,20,2024-08-15 00:00:00,Clicked,
2710,1,1097,2023-06-19 00:00:00,Opened,
2711,2,1922,2023-09-01 00:00:00,Opened,
2712,20,1083,2023-06-22 00:00:00,Unsubscribed,
2713,13,121,2024-09-07 00:00:00,Opened,
2714,19,198,2023-12-23 00:00:00,Unsubscribed,
2715,3,1324,2023-04-28 00:00:00,Clicked,
2716,30,1655,2024-11-03 00:00:00,Clicked,
2717,14,1740,2024-01-17 00:00:00,Unsubscribed,
2718,6,444,2024-10-17 00:00:00,Clicked,
2719,8,615,2023-10-02 00:00:00,Opened,
2720,14,92,2023-12-26 00:00:00,Purchased,1572.0
2721,20,758,2023-06-08 00:00:00,Opened,
2722,29,571,2024-12-01 00:00:00,Unsubscribed,
2723,6,3,2024-10-18 00:00:00,Clicked,
2724,24,846,2024-10-18 00:00:00,Opened,
2725,14,271,2023-12-26 00:00:00,Clicked,
2726,27,775,2024-04-21 00:00:00,Purchased,2295.0
2727,25,1987,2023-12-21 00:00:00,Unsubscribed,
2728,2,1980,2023-08-21 00:00:00,Clicked,
2729,27,31,2024-06-07 00:00:00,Purchased,
2730,9,809,2023-12-26 00:00:00,Opened,
2731,30,144,2024-10-31 00:00:00,Clicked,
2732,10,480,2024-05-14 00:00:00,Purchased,5684.0
2733,14,340,2024-01-22 00:00:00,Clicked,
2734,20,739,2023-05-17 00:00:00,Purchased,1627.0
2735,6,1273,2024-09-13 00:00:00,Purchased,7392.0
2736,30,550,2024-09-23 00:00:00,Clicked,
2737,5,203,2024-06-10 00:00:00,Purchased,2821.0
2738,1,216,2023-06-27 00:00:00,Opened,
2739,7,162,2024-07-19 00:00:00,Opened,
2740,17,1500,2023-10-19 00:00:00,Purchased,1960.0
2741,11,80,2024-04-03 00:00:00,Opened,
2742,18,1249,2024-04-22 00:00:00,Purchased,
2743,7,1199,2024-08-13 00:00:00,Clicked,
2744,1,289,2023-06-21 00:00:00,Clicked,
2745,25,1041,2023-11-17 00:00:00,Opened,
2746,3,769,2023-05-18 00:00:00,Clicked,
2747,4,1002,2024-11-23 00:00:00,Unsubscribed,
2748,26,1040,2023-08-21 00:00:00,Clicked,
2749,7,1876,2024-07-18 00:00:00,Opened,
2750,14,719,2024-01-01 00:00:00,Opened,
2751,29,1260,2024-12-08 00:00:00,Opened,
2752,16,143,2024-01-03 00:00:00,Purchased,
2753,23,377,2024-01-16 00:00:00,Opened,
2754,9,948,2023-11-19 00:00:00,Opened,
2755,29,1748,2024-11-09 00:00:00,Unsubscribed,
2756,27,1853,2024-06-01 00:00:00,Clicked,
2757,12,471,2023-10-29 00:00:00,Purchased,6877.0
2758,11,107,2024-03-29 00:00:00,Purchased,6755.0
2759,23,1541,2024-01-17 00:00:00,Opened,
2760,11,463,2024-04-08 00:00:00,Clicked,
2761,9,1562,2024-01-08 00:00:00,Unsubscribed,
2762,27,1439,2024-05-15 00:00:00,Clicked,
2763,23,119,2024-01-08 00:00:00,Purchased,3696.0
2764,4,1342,2024-12-04 00:00:00,Unsubscribed,
2765,4,1709,2024-10-30 00:00:00,Purchased,
2766,12,1060,2023-11-12 00:00:00,Clicked,
2767,4,1715,2024-11-04 00:00:00,Purchased,
2768,18,560,2024-03-14 00:00:00,Unsubscribed,
2769,17,453,2023-11-08 00:00:00,Unsubscribed,
2770,5,459,2024-06-26 00:00:00,Purchased,1537.0
2771,6,258,2024-10-02 00:00:00,Clicked,
2772,27,1336,2024-04-26 00:00:00,Purchased,
2773,19,534,2024-01-19 00:00:00,Clicked,
2774,7,1317,2024-08-07 00:00:00,Purchased,5420.0
2775,25,1377,2023-12-07 00:00:00,Opened,
2776,29,1314,2024-11-17 00:00:00,Clicked,
2777,16,1336,2024-01-15 00:00:00,Clicked,
2778,25,1718,2023-11-17 00:00:00,Clicked,
2779,2,463,2023-08-07 00:00:00,Unsubscribed,
2780,9,1240,2023-11-24 00:00:00,Opened,
2781,5,1217,2024-05-29 00:00:00,Clicked,
2782,5,1469,2024-06-23 00:00:00,Purchased,
2783,3,69,2023-05-03 00:00:00,Purchased,2467.0
2784,4,1105,2024-11-07 00:00:00,Opened,
2785,17,386,2023-11-07 00:00:00,Opened,
2786,14,486,2024-01-11 00:00:00,Opened,
2787,19,46,2024-01-17 00:00:00,Purchased,4869.0
2788,18,653,2024-04-22 00:00:00,Purchased,2858.0
2789,1,1241,2023-06-29 00:00:00,Unsubscribed,
2790,24,201,2024-10-16 00:00:00,Unsubscribed,
2791,27,978,2024-05-17 00:00:00,Opened,
2792,26,702,2023-08-12 00:00:00,Purchased,350.0
2793,6,778,2024-10-05 00:00:00,Opened,
2794,4,1681,2024-11-11 00:00:00,Opened,
2795,26,542,2023-09-23 00:00:00,Unsubscribed,
2796,10,1000,2024-04-16 00:00:00,Opened,
2797,24,1196,2024-09-16 00:00:00,Purchased,
2798,12,388,2023-11-09 00:00:00,Opened,
2799,23,615,2024-02-17 00:00:00,Purchased,4068.0
2800,9,1997,2023-12-30 00:00:00,Opened,
2801,20,1179,2023-06-10 00:00:00,Unsubscribed,
2802,1,1375,2023-06-12 00:00:00,Clicked,
2803,24,487,2024-09-11 00:00:00,Purchased,
2804,4,1906,2024-11-29 00:00:00,Unsubscribed,
2805,24,1649,2024-10-18 00:00:00,Opened,
2806,17,1420,2023-12-13 00:00:00,Opened,
2807,23,873,2024-01-08 00:00:00,Purchased,5278.0
2808,25,1971,2023-12-01 00:00:00,Clicked,
2809,3,1642,2023-04-18 00:00:00,Opened,
2810,14,1646,2023-12-22 00:00:00,Purchased,
2811,9,581,2023-12-14 00:00:00,Clicked,
2812,15,1612,2024-12-28 00:00:00,Unsubscribed,
2813,26,1033,2023-09-13 00:00:00,Opened,
2814,27,505,2024-05-30 00:00:00,Opened,
2815,2,1219,2023-08-02 00:00:00,Opened,
2816,27,20,2024-05-21 00:00:00,Purchased,
2817,2,1649,2023-08-04 00:00:00,Purchased,1801.0
2818,22,40,2023-08-10 00:00:00,Opened,
2819,21,1384,2024-07-05 00:00:00,Opened,
2820,14,63,2024-01-26 00:00:00,Opened,
2821,21,1961,2024-07-07 00:00:00,Unsubscribed,
2822,8,1458,2023-09-17 00:00:00,Purchased,337.0
2823,11,712,2024-04-30 00:00:00,Purchased,1885.0
2824,5,267,2024-07-03 00:00:00,Unsubscribed,
2825,10,535,2024-03-25 00:00:00,Opened,
2826,18,1655,2024-04-15 00:00:00,Clicked,
2827,20,1787,2023-05-07 00:00:00,Purchased,2454.0
2828,20,1746,2023-05-23 00:00:00,Opened,
2829,18,459,2024-03-21 00:00:00,Clicked,
2830,16,444,2023-12-23 00:00:00,Purchased,1060.0
2831,6,748,2024-09-07 00:00:00,Unsubscribed,
2832,21,1780,2024-07-13 00:00:00,Purchased,3174.0
2833,15,870,2024-11-15 00:00:00,Opened,
2834,22,1671,2023-06-21 00:00:00,Clicked,
2835,26,838,2023-08-12 00:00:00,Opened,
2836,12,987,2023-10-22 00:00:00,Clicked,
2837,20,1369,2023-05-25 00:00:00,Purchased,364.0
2838,13,977,2024-10-14 00:00:00,Unsubscribed,
2839,21,306,2024-08-15 00:00:00,Unsubscribed,
2840,16,552,2024-01-13 00:00:00,Purchased,6340.0
2841,24,942,2024-10-15 00:00:00,Unsubscribed,
2842,15,1059,2024-12-23 00:00:00,Unsubscribed,
2843,17,590,2023-12-05 00:00:00,Unsubscribed,
2844,13,724,2024-09-20 00:00:00,Unsubscribed,
2845,12,284,2023-11-11 00:00:00,Unsubscribed,
2846,4,1947,2024-11-08 00:00:00,Unsubscribed,
2847,22,1689,2023-06-22 00:00:00,Clicked,
2848,18,1684,2024-03-15 00:00:00,Purchased,1959.0
2849,28,1651,2024-07-02 00:00:00,Unsubscribed,
2850,20,1687,2023-06-11 00:00:00,Purchased,
2851,9,921,2023-12-09 00:00:00,Opened,
2852,8,1135,2023-08-30 00:00:00,Clicked,
2853,2,118,2023-08-26 00:00:00,Opened,
2854,21,1985,2024-07-05 00:00:00,Clicked,
2855,5,143,2024-06-15 00:00:00,Unsubscribed,
2856,5,1111,2024-06-04 00:00:00,Purchased,4379.0
2857,20,514,2023-06-30 00:00:00,Unsubscribed,
2858,26,1623,2023-08-21 00:00:00,Clicked,
2859,5,902,2024-06-17 00:00:00,Opened,
2860,7,756,2024-07-18 00:00:00,Unsubscribed,
2861,16,1749,2023-12-03 00:00:00,Unsubscribed,
2862,9,1961,2024-01-05 00:00:00,Purchased,718.0
2863,13,83,2024-10-12 00:00:00,Purchased,1267.0
2864,28,857,2024-06-28 00:00:00,Clicked,
2865,11,1532,2024-04-06 00:00:00,Purchased,
2866,3,541,2023-05-09 00:00:00,Clicked,
2867,18,585,2024-03-09 00:00:00,Unsubscribed,
2868,16,126,2024-01-12 00:00:00,Opened,
2869,29,1610,2024-12-20 00:00:00,Unsubscribed,
2870,9,1249,2023-12-09 00:00:00,Unsubscribed,
2871,26,1423,2023-09-11 00:00:00,Unsubscribed,
2872,4,276,2024-11-08 00:00:00,Unsubscribed,
2873,27,1177,2024-05-20 00:00:00,Purchased,
2874,20,1462,2023-07-02 00:00:00,Purchased,349.0
2875,26,1611,2023-09-09 00:00:00,Opened,
2876,7,801,2024-07-13 00:00:00,Clicked,
2877,11,1015,2024-03-31 00:00:00,Clicked,
2878,12,1972,2023-10-20 00:00:00,Purchased,
2879,28,854,2024-06-27 00:00:00,Opened,
2880,29,1080,2024-12-15 00:00:00,Purchased,
2881,10,548,2024-05-22 00:00:00,Opened,
2882,15,1737,2024-11-28 00:00:00,Clicked,
2883,2,1755,2023-09-07 00:00:00,Opened,
2884,22,1795,2023-06-21 00:00:00,Unsubscribed,
2885,2,1662,2023-08-29 00:00:00,Unsubscribed,
2886,12,1697,2023-11-12 00:00:00,Purchased,4114.0
2887,12,1101,2023-11-19 00:00:00,Opened,
2888,9,695,2023-11-15 00:00:00,Clicked,
2889,12,665,2023-10-16 00:00:00,Purchased,2847.0
2890,26,880,2023-10-01 00:00:00,Opened,
2891,7,1302,2024-08-17 00:00:00,Clicked,
2892,7,135,2024-07-25 00:00:00,Unsubscribed,
2893,14,1325,2023-12-28 00:00:00,Unsubscribed,
2894,11,1619,2024-05-05 00:00:00,Purchased,559.0
2895,27,652,2024-04-18 00:00:00,Opened,
2896,3,1136,2023-06-07 00:00:00,Clicked,
2897,29,722,2024-11-08 00:00:00,Unsubscribed,
2898,12,573,2023-10-19 00:00:00,Purchased,1811.0
2899,9,416,2024-01-08 00:00:00,Clicked,
2900,17,125,2023-10-21 00:00:00,Purchased,6625.0
2901,23,550,2024-01-21 00:00:00,Opened,
2902,2,634,2023-08-25 00:00:00,Opened,
2903,14,1689,2024-02-04 00:00:00,Purchased,2642.0
2904,9,263,2023-11-18 00:00:00,Purchased,
2905,17,911,2023-12-07 00:00:00,Clicked,
2906,14,176,2024-01-06 00:00:00,Clicked,
2907,30,166,2024-10-03 00:00:00,Opened,
2908,14,1733,2024-01-11 00:00:00,Purchased,6659.0
2909,20,1904,2023-05-11 00:00:00,Unsubscribed,
2910,24,526,2024-10-03 00:00:00,Clicked,
2911,26,791,2023-09-12 00:00:00,Purchased,1386.0
2912,10,1759,2024-04-15 00:00:00,Clicked,
2913,22,519,2023-08-02 00:00:00,Opened,
2914,30,1560,2024-10-19 00:00:00,Purchased,6702.0
2915,7,130,2024-08-09 00:00:00,Clicked,
2916,26,1370,2023-08-28 00:00:00,Opened,
2917,5,749,2024-05-25 00:00:00,Unsubscribed,
2918,1,678,2023-05-20 00:00:00,Purchased,207.0
2919,27,862,2024-05-04 00:00:00,Opened,
2920,10,1476,2024-05-10 00:00:00,Clicked,
2921,15,769,2024-12-13 00:00:00,Purchased,
2922,26,1538,2023-09-08 00:00:00,Unsubscribed,
2923,30,1379,2024-10-20 00:00:00,Purchased,
2924,21,1323,2024-08-06 00:00:00,Opened,
2925,19,1154,2024-01-07 00:00:00,Clicked,
2926,23,930,2024-01-15 00:00:00,Unsubscribed,
2927,11,271,2024-03-18 00:00:00,Unsubscribed,
2928,14,323,2024-01-02 00:00:00,Opened,
2929,19,1429,2024-01-07 00:00:00,Clicked,
2930,6,975,2024-09-30 00:00:00,Opened,
2931,23,490,2024-01-22 00:00:00,Opened,
2932,9,159,2023-11-30 00:00:00,Purchased,
2933,30,1627,2024-11-07 00:00:00,Opened,
2934,10,1793,2024-04-11 00:00:00,Opened,
2935,11,564,2024-05-11 00:00:00,Opened,
2936,7,1665,2024-07-14 00:00:00,Unsubscribed,
2937,28,85,2024-06-08 00:00:00,Clicked,
2938,24,357,2024-10-02 00:00:00,Opened,
2939,23,1768,2024-01-23 00:00:00,Purchased,
2940,7,1407,2024-06-29 00:00:00,Opened,
2941,2,1519,2023-08-02 00:00:00,Unsubscribed,
2942,24,10,2024-08-25 00:00:00,Purchased,5165.0
2943,6,409,2024-10-22 00:00:00,Clicked,
