order_id,customer_id,order_date,ship_date,delivery_date,order_status,payment_method,shipping_cost,discount_amount,tax_amount,total_amount,shipping_address_city,shipping_address_state,shipping_address_country
4012,1820,2023-04-30 00:00:00,2023-05-03 00:00:00,2023-05-10 00:00:00,Delivered,Apple Pay,11.89,0.0,309.53,4190.6,Dallas,OH,Australia
4013,1996,2023-12-09 00:00:00,2023-12-10 00:00:00,,Shipped,Apple Pay,10.21,0.0,89.73,1221.6,San Jose,PA,Germany
4014,230,2023-10-30 00:00:00,2023-11-02 00:00:00,2023-11-08 00:00:00,Delivered,Apple Pay,5.98,0.0,58.92,801.43,Philadelphia,NY,USA
4015,258,2024-01-23 00:00:00,,,Pending,Apple Pay,11.73,0.0,312.75,4233.83,Chicago,NY,USA
4016,1677,2024-08-26 00:00:00,2024-08-29 00:00:00,2024-09-04 00:00:00,Delivered,Credit Card,6.78,46.69,798.0,10733.07,Philadelphia,CA,Canada
4017,1263,2023-12-28 00:00:00,2023-12-29 00:00:00,,Shipped,Debit Card,13.17,0.0,26.68,373.33,Chicago,FL,UK
4018,1044,2023-12-05 00:00:00,2023-12-06 00:00:00,,Shipped,Debit Card,15.14,0.0,223.89,3037.69,San Diego,FL,USA
4019,238,2023-08-04 00:00:00,2023-08-07 00:00:00,2023-08-15 00:00:00,Delivered,PayPal,14.72,41.15,237.1,3174.37,Chicago,CA,USA
4020,416,2024-01-03 00:00:00,,,Cancelled,Google Pay,18.99,0.0,105.37,1441.51,San Diego,MI,USA
4021,1186,2023-04-21 00:00:00,,,Pending,Debit Card,22.64,0.0,27.25,390.56,San Antonio,IL,USA
4022,1050,2024-01-06 00:00:00,,,Cancelled,Bank Transfer,23.62,0.0,64.64,896.31,New York,NY,USA
4023,1179,2023-06-01 00:00:00,2023-06-03 00:00:00,2023-06-09 00:00:00,Delivered,Debit Card,9.53,0.0,272.48,3687.97,Philadelphia,TX,USA
4024,863,2024-02-19 00:00:00,2024-02-22 00:00:00,2024-03-02 00:00:00,Delivered,Credit Card,6.94,0.0,494.18,6678.42,New York,NC,USA
4025,1977,2024-03-23 00:00:00,2024-03-24 00:00:00,,Shipped,PayPal,24.3,0.0,825.27,11165.45,Phoenix,MI,Germany
4026,711,2023-07-19 00:00:00,2023-07-21 00:00:00,2023-07-23 00:00:00,Delivered,Google Pay,13.5,0.0,33.76,469.32,Phoenix,PA,USA
4027,690,2024-05-29 00:00:00,2024-06-01 00:00:00,2024-06-07 00:00:00,Delivered,Google Pay,15.76,40.11,221.37,2964.19,San Antonio,IL,USA
4028,1176,2024-04-17 00:00:00,2024-04-20 00:00:00,2024-04-27 00:00:00,Delivered,Credit Card,11.51,0.0,201.04,2725.59,Chicago,NY,USA
4029,915,2024-08-17 00:00:00,2024-08-20 00:00:00,2024-08-26 00:00:00,Delivered,Bank Transfer,23.25,44.85,35.36,455.74,San Jose,TX,USA
4030,244,2023-09-27 00:00:00,2023-09-28 00:00:00,2023-10-05 00:00:00,Delivered,Credit Card,10.05,0.0,78.39,1068.32,Phoenix,PA,USA
4031,1188,2024-02-16 00:00:00,,,Pending,Google Pay,21.85,45.49,260.49,3492.99,San Jose,MI,USA
4032,1954,2024-01-05 00:00:00,,,Pending,PayPal,10.23,0.0,404.88,5476.15,Philadelphia,FL,Germany
4033,326,2024-11-16 00:00:00,,,Pending,Credit Card,17.73,0.0,427.42,5787.91,Chicago,OH,USA
4034,412,2024-01-13 00:00:00,2024-01-15 00:00:00,2024-01-23 00:00:00,Delivered,Debit Card,12.61,0.0,308.85,4182.06,Los Angeles,NC,USA
4035,103,2024-04-08 00:00:00,,,Pending,PayPal,16.41,0.0,367.15,4972.89,New York,OH,USA
4036,158,2024-11-14 00:00:00,2024-11-17 00:00:00,2024-11-19 00:00:00,Delivered,Credit Card,12.9,0.0,171.41,2326.97,San Jose,NY,USA
4037,1273,2023-10-17 00:00:00,2023-10-19 00:00:00,2023-10-23 00:00:00,Delivered,PayPal,21.53,0.0,48.6,677.57,San Jose,CA,UK
4038,1947,2024-02-22 00:00:00,2024-02-24 00:00:00,2024-02-26 00:00:00,Delivered,Credit Card,10.44,0.0,296.8,4017.24,Dallas,TX,Germany
4039,1023,2023-02-21 00:00:00,,,Cancelled,Debit Card,8.06,2.63,541.48,7315.36,Phoenix,NC,USA
4040,1686,2023-11-22 00:00:00,2023-11-25 00:00:00,2023-11-30 00:00:00,Delivered,PayPal,17.36,29.26,57.04,758.09,Chicago,MI,Canada
4041,92,2023-03-07 00:00:00,2023-03-09 00:00:00,2023-03-18 00:00:00,Delivered,Apple Pay,10.13,0.0,58.79,803.84,San Jose,CA,USA
4042,362,2024-09-23 00:00:00,2024-09-26 00:00:00,2024-10-03 00:00:00,Delivered,Debit Card,24.98,0.0,23.71,345.03,New York,TX,USA
4043,987,2024-05-31 00:00:00,2024-06-03 00:00:00,2024-06-05 00:00:00,Delivered,Apple Pay,10.05,0.0,198.33,2687.54,Philadelphia,TX,USA
4044,707,2024-05-06 00:00:00,2024-05-08 00:00:00,2024-05-16 00:00:00,Delivered,Apple Pay,23.57,6.82,198.2,2692.4,Philadelphia,MI,USA
4045,475,2023-07-20 00:00:00,2023-07-21 00:00:00,2023-07-31 00:00:00,Delivered,Bank Transfer,15.88,0.0,665.5,9000.09,New York,OH,USA
4046,1775,2024-02-29 00:00:00,2024-03-01 00:00:00,,Shipped,Google Pay,16.41,35.65,185.21,2481.11,New York,CA,Australia
4047,410,2023-02-24 00:00:00,,,Cancelled,Apple Pay,7.76,2.06,231.75,3134.28,Philadelphia,NY,USA
4048,1628,2023-02-20 00:00:00,2023-02-23 00:00:00,,Shipped,PayPal,20.42,42.89,238.11,3192.03,San Antonio,PA,Canada
4049,1648,2024-08-18 00:00:00,2024-08-19 00:00:00,2024-08-26 00:00:00,Delivered,PayPal,17.78,0.0,319.51,4331.17,Chicago,NY,Canada
4050,1900,2023-05-02 00:00:00,,,Pending,Bank Transfer,18.66,0.0,469.0,6350.12,Houston,PA,Australia
4051,399,2023-07-28 00:00:00,2023-07-31 00:00:00,2023-08-05 00:00:00,Delivered,Credit Card,23.71,0.0,467.47,6334.61,Philadelphia,MI,USA
4052,1961,2024-12-21 00:00:00,,,Pending,Debit Card,7.22,0.0,309.24,4182.0,New York,IL,Germany
4053,1704,2023-04-13 00:00:00,,,Cancelled,Bank Transfer,8.19,0.0,233.66,3162.54,Dallas,NY,Canada
4054,35,2024-03-20 00:00:00,2024-03-23 00:00:00,2024-03-27 00:00:00,Delivered,Apple Pay,24.23,46.43,197.6,2645.35,Dallas,GA,USA
4055,1301,2024-11-12 00:00:00,,,Cancelled,Credit Card,7.27,40.28,356.92,4785.37,New York,IL,UK
4056,1115,2023-03-04 00:00:00,2023-03-05 00:00:00,2023-03-15 00:00:00,Delivered,Google Pay,16.14,0.0,443.24,5999.85,San Diego,CA,USA
4057,1393,2024-05-06 00:00:00,2024-05-09 00:00:00,2024-05-13 00:00:00,Delivered,PayPal,20.95,0.0,167.45,2281.51,Phoenix,MI,UK
4058,922,2024-09-14 00:00:00,2024-09-15 00:00:00,,Shipped,PayPal,20.65,0.0,17.55,257.61,Dallas,NY,USA
4059,1351,2023-03-07 00:00:00,2023-03-10 00:00:00,2023-03-15 00:00:00,Delivered,Apple Pay,11.97,0.0,264.33,3580.39,San Diego,IL,UK
4060,1422,2023-07-09 00:00:00,,,Cancelled,Google Pay,12.81,0.0,162.9,2212.02,San Jose,FL,UK
4061,1437,2024-02-06 00:00:00,2024-02-08 00:00:00,2024-02-10 00:00:00,Delivered,Google Pay,18.27,35.12,337.62,4541.01,Philadelphia,IL,UK
4062,295,2023-02-28 00:00:00,2023-03-01 00:00:00,2023-03-10 00:00:00,Delivered,PayPal,17.67,0.0,295.28,4003.94,Phoenix,OH,USA
4063,657,2023-01-11 00:00:00,2023-01-14 00:00:00,2023-01-16 00:00:00,Delivered,PayPal,18.1,0.0,50.57,700.81,Houston,CA,USA
4064,1572,2024-05-05 00:00:00,2024-05-08 00:00:00,2024-05-16 00:00:00,Delivered,Debit Card,17.31,0.0,232.76,3159.62,Chicago,PA,Canada
4065,1181,2024-10-16 00:00:00,2024-10-17 00:00:00,2024-10-25 00:00:00,Delivered,Debit Card,22.0,0.0,365.15,4951.55,Houston,NY,USA
4066,437,2024-06-16 00:00:00,2024-06-18 00:00:00,2024-06-26 00:00:00,Delivered,Debit Card,24.4,0.0,67.48,935.44,New York,IL,USA
4067,1942,2023-10-30 00:00:00,,,Cancelled,Bank Transfer,18.4,0.0,49.52,686.97,Philadelphia,FL,Germany
4068,615,2024-08-13 00:00:00,2024-08-15 00:00:00,,Shipped,Debit Card,15.42,0.0,446.71,6046.0,Houston,GA,USA
4069,483,2024-07-24 00:00:00,2024-07-27 00:00:00,,Shipped,Debit Card,11.9,0.0,368.98,4993.12,Los Angeles,OH,USA
4070,56,2023-03-17 00:00:00,2023-03-20 00:00:00,2023-03-23 00:00:00,Delivered,Bank Transfer,24.64,0.0,349.2,4738.84,Dallas,MI,USA
4071,1894,2024-11-27 00:00:00,2024-11-30 00:00:00,,Shipped,Google Pay,11.2,0.0,114.89,1562.17,Houston,IL,Australia
4072,1740,2023-11-14 00:00:00,,,Pending,PayPal,16.89,13.55,218.91,2958.61,Philadelphia,IL,Canada
4073,215,2024-12-08 00:00:00,,,Cancelled,Debit Card,22.11,0.0,121.24,1658.79,Dallas,PA,USA
4074,1390,2023-05-18 00:00:00,2023-05-19 00:00:00,2023-05-28 00:00:00,Delivered,Credit Card,14.13,0.0,466.06,6305.91,San Diego,OH,UK
4075,275,2023-12-19 00:00:00,2023-12-22 00:00:00,2024-01-01 00:00:00,Delivered,Debit Card,9.82,48.06,248.75,3319.94,Houston,MI,USA
4076,361,2023-01-07 00:00:00,2023-01-08 00:00:00,2023-01-10 00:00:00,Delivered,Google Pay,9.59,0.0,160.34,2174.23,Phoenix,GA,USA
4077,1561,2023-03-11 00:00:00,2023-03-12 00:00:00,2023-03-21 00:00:00,Delivered,Apple Pay,8.45,0.0,306.54,4146.77,Phoenix,FL,Canada
4078,670,2024-01-01 00:00:00,2024-01-02 00:00:00,2024-01-10 00:00:00,Delivered,Google Pay,9.29,2.79,154.76,2095.7,Houston,FL,USA
4079,874,2024-11-01 00:00:00,2024-11-02 00:00:00,2024-11-04 00:00:00,Delivered,Apple Pay,20.94,5.17,119.32,1626.56,Chicago,PA,USA
4080,880,2024-03-23 00:00:00,,,Cancelled,Apple Pay,17.46,45.31,165.66,2208.51,Dallas,MI,USA
4081,586,2024-03-03 00:00:00,2024-03-04 00:00:00,2024-03-09 00:00:00,Delivered,Bank Transfer,9.28,0.0,44.54,610.63,Philadelphia,CA,USA
4082,712,2024-07-29 00:00:00,2024-08-01 00:00:00,2024-08-08 00:00:00,Delivered,Apple Pay,24.24,0.0,23.23,337.83,San Diego,GA,USA
4083,327,2023-03-07 00:00:00,2023-03-10 00:00:00,2023-03-17 00:00:00,Delivered,Google Pay,21.9,44.81,259.29,3477.53,Phoenix,NC,USA
4084,623,2023-11-01 00:00:00,2023-11-03 00:00:00,2023-11-12 00:00:00,Delivered,Debit Card,12.29,21.95,387.13,5216.56,Phoenix,NC,USA
4085,1547,2024-04-07 00:00:00,,,Cancelled,Debit Card,23.14,0.0,50.45,704.16,Los Angeles,NC,Canada
4086,715,2024-03-03 00:00:00,2024-03-06 00:00:00,2024-03-13 00:00:00,Delivered,Apple Pay,15.87,0.0,74.89,1026.91,Chicago,CA,USA
4087,895,2024-03-03 00:00:00,2024-03-06 00:00:00,,Shipped,Bank Transfer,11.47,0.0,103.36,1406.88,Phoenix,GA,USA
4088,10,2023-11-26 00:00:00,2023-11-29 00:00:00,2023-12-07 00:00:00,Delivered,Credit Card,22.23,0.0,367.09,4977.92,Philadelphia,PA,USA
4089,812,2024-04-20 00:00:00,2024-04-22 00:00:00,,Shipped,Bank Transfer,22.29,18.7,289.88,3916.93,Houston,TX,USA
4090,11,2023-11-17 00:00:00,2023-11-19 00:00:00,2023-11-27 00:00:00,Delivered,Apple Pay,15.06,43.63,66.98,875.65,Chicago,TX,USA
4091,538,2024-01-22 00:00:00,,,Pending,Credit Card,17.35,36.47,500.12,6732.53,Philadelphia,CA,USA
4092,1609,2023-11-03 00:00:00,2023-11-05 00:00:00,,Shipped,Bank Transfer,21.79,0.0,55.93,776.87,Dallas,IL,Canada
4093,799,2023-08-14 00:00:00,,,Cancelled,Debit Card,19.08,0.0,315.92,4284.03,Dallas,NC,USA
4094,1034,2024-01-16 00:00:00,2024-01-19 00:00:00,2024-01-25 00:00:00,Delivered,Credit Card,7.04,23.23,186.52,2501.87,Phoenix,NY,USA
4095,1760,2024-10-06 00:00:00,2024-10-07 00:00:00,2024-10-11 00:00:00,Delivered,Debit Card,8.61,9.22,391.42,5283.62,San Jose,IL,Australia
4096,1150,2023-01-13 00:00:00,2023-01-16 00:00:00,2023-01-22 00:00:00,Delivered,Debit Card,10.31,0.0,403.91,5463.05,Chicago,OH,USA
4097,1840,2024-05-19 00:00:00,2024-05-20 00:00:00,,Shipped,PayPal,11.48,0.0,502.8,6799.32,San Diego,CA,Australia
4098,1048,2024-04-20 00:00:00,2024-04-23 00:00:00,2024-05-02 00:00:00,Delivered,Credit Card,17.6,0.0,163.96,2231.1,Dallas,PA,USA
4099,270,2024-11-20 00:00:00,2024-11-22 00:00:00,,Shipped,Google Pay,12.39,0.0,471.02,6371.12,Dallas,IL,USA
4100,493,2024-07-13 00:00:00,2024-07-14 00:00:00,,Shipped,Debit Card,22.95,0.0,66.56,921.48,Chicago,IL,USA
4101,679,2024-05-27 00:00:00,2024-05-30 00:00:00,2024-06-02 00:00:00,Delivered,PayPal,13.67,0.0,315.29,4270.07,Chicago,IL,USA
4102,1889,2024-10-22 00:00:00,2024-10-23 00:00:00,,Shipped,Bank Transfer,7.67,0.0,27.27,375.86,San Jose,NY,Australia
4103,1392,2023-11-26 00:00:00,2023-11-27 00:00:00,2023-11-29 00:00:00,Delivered,Apple Pay,16.43,27.41,44.68,592.2,San Antonio,MI,UK
4104,1367,2023-11-06 00:00:00,,,Pending,Google Pay,9.99,3.98,280.28,3789.76,San Jose,TX,UK
4105,867,2023-09-02 00:00:00,2023-09-04 00:00:00,2023-09-06 00:00:00,Delivered,Credit Card,16.29,0.0,202.8,2754.15,Dallas,IL,USA
4106,1904,2023-02-25 00:00:00,2023-02-28 00:00:00,,Shipped,PayPal,5.06,0.0,207.25,2802.96,Phoenix,NY,Germany
4107,1240,2024-02-03 00:00:00,2024-02-06 00:00:00,2024-02-15 00:00:00,Delivered,Credit Card,23.0,0.0,177.11,2414.02,Philadelphia,PA,UK
4108,58,2024-12-22 00:00:00,2024-12-25 00:00:00,,Shipped,Debit Card,14.82,0.0,43.47,601.72,Dallas,GA,USA
4109,537,2024-11-19 00:00:00,2024-11-21 00:00:00,2024-11-27 00:00:00,Delivered,Credit Card,8.36,14.98,86.6,1162.54,Phoenix,TX,USA
4110,1385,2024-06-05 00:00:00,2024-06-06 00:00:00,2024-06-16 00:00:00,Delivered,Apple Pay,8.74,0.0,163.77,2219.61,Chicago,OH,UK
4111,657,2023-10-05 00:00:00,2023-10-07 00:00:00,2023-10-17 00:00:00,Delivered,Credit Card,13.86,0.0,138.71,1886.45,Houston,CA,USA
4112,1447,2024-01-18 00:00:00,2024-01-19 00:00:00,2024-01-26 00:00:00,Delivered,Debit Card,24.85,2.41,549.43,7439.73,New York,NC,UK
4113,938,2024-01-14 00:00:00,,,Pending,Apple Pay,20.18,0.0,208.88,2840.02,San Jose,NY,USA
4114,1697,2024-08-16 00:00:00,2024-08-19 00:00:00,,Shipped,Bank Transfer,23.05,0.0,405.13,5492.36,Chicago,MI,Canada
4115,824,2023-04-05 00:00:00,2023-04-08 00:00:00,,Shipped,Credit Card,10.51,18.25,224.11,3017.76,Houston,MI,USA
4116,352,2024-07-08 00:00:00,2024-07-11 00:00:00,2024-07-16 00:00:00,Delivered,PayPal,12.6,0.0,23.81,334.07,Phoenix,CA,USA
4117,1205,2024-01-09 00:00:00,,,Cancelled,Bank Transfer,24.39,0.0,33.64,478.51,Philadelphia,GA,UK
4118,127,2024-12-10 00:00:00,2024-12-13 00:00:00,,Shipped,Google Pay,17.39,6.82,49.04,672.58,Chicago,OH,USA
4119,1718,2024-11-03 00:00:00,2024-11-05 00:00:00,2024-11-13 00:00:00,Delivered,PayPal,16.27,0.0,71.66,983.63,Los Angeles,GA,Canada
4120,1225,2023-01-30 00:00:00,2023-01-31 00:00:00,,Shipped,Apple Pay,22.02,0.0,28.87,411.8,Dallas,MI,UK
4121,870,2023-05-08 00:00:00,2023-05-09 00:00:00,2023-05-13 00:00:00,Delivered,Credit Card,19.23,0.0,67.0,923.76,Los Angeles,GA,USA
4122,1348,2023-05-21 00:00:00,2023-05-24 00:00:00,2023-05-30 00:00:00,Delivered,Apple Pay,12.31,0.0,91.03,1241.17,Los Angeles,MI,UK
4123,1196,2023-04-23 00:00:00,2023-04-25 00:00:00,,Shipped,Debit Card,9.11,13.07,357.19,4818.16,Philadelphia,IL,USA
4124,1152,2023-12-21 00:00:00,2023-12-22 00:00:00,,Shipped,Google Pay,9.09,0.0,229.23,3103.64,Philadelphia,MI,USA
4125,1424,2023-10-03 00:00:00,2023-10-04 00:00:00,2023-10-14 00:00:00,Delivered,Google Pay,19.71,0.0,379.31,5140.36,Philadelphia,FL,UK
4126,1020,2023-01-03 00:00:00,2023-01-06 00:00:00,2023-01-16 00:00:00,Delivered,Bank Transfer,6.77,0.0,155.61,2107.48,San Diego,GA,USA
4127,1752,2024-12-22 00:00:00,2024-12-23 00:00:00,2024-12-28 00:00:00,Delivered,PayPal,9.67,0.0,6.05,91.33,San Diego,GA,Australia
4128,1797,2024-11-15 00:00:00,2024-11-16 00:00:00,2024-11-21 00:00:00,Delivered,Bank Transfer,6.88,13.77,53.53,715.73,San Antonio,IL,Australia
4129,1854,2024-03-28 00:00:00,2024-03-31 00:00:00,2024-04-09 00:00:00,Delivered,Debit Card,22.57,0.0,240.0,3262.54,Los Angeles,NY,Australia
4130,1003,2024-05-30 00:00:00,,,Pending,Debit Card,20.44,0.0,196.64,2675.09,Phoenix,FL,USA
4131,1528,2024-06-06 00:00:00,,,Pending,Credit Card,20.19,0.0,319.86,4338.25,Philadelphia,IL,Canada
4132,1724,2024-06-08 00:00:00,2024-06-09 00:00:00,2024-06-13 00:00:00,Delivered,Debit Card,8.45,25.37,35.82,466.7,Philadelphia,NY,Canada
4133,371,2023-02-25 00:00:00,2023-02-27 00:00:00,2023-03-09 00:00:00,Delivered,Debit Card,10.87,0.0,5.53,85.47,Houston,CA,USA
4134,1765,2023-11-22 00:00:00,2023-11-25 00:00:00,2023-12-04 00:00:00,Delivered,Google Pay,15.3,0.0,293.5,3977.53,San Jose,CA,Australia
4135,201,2024-03-01 00:00:00,2024-03-04 00:00:00,2024-03-11 00:00:00,Delivered,Credit Card,14.52,0.0,30.56,427.08,Chicago,PA,USA
4136,1641,2023-10-25 00:00:00,2023-10-28 00:00:00,2023-11-04 00:00:00,Delivered,Credit Card,24.83,0.0,427.21,5792.21,Dallas,MI,Canada
4137,1441,2024-10-09 00:00:00,2024-10-12 00:00:00,2024-10-18 00:00:00,Delivered,Credit Card,8.28,4.87,185.06,2501.67,Philadelphia,IL,UK
4138,1447,2023-05-08 00:00:00,,,Cancelled,Debit Card,21.01,0.0,625.57,8466.15,New York,NC,UK
4139,1745,2024-10-03 00:00:00,2024-10-04 00:00:00,2024-10-13 00:00:00,Delivered,Debit Card,14.84,12.87,214.07,2891.96,New York,OH,Canada
4140,1823,2023-03-02 00:00:00,2023-03-05 00:00:00,,Shipped,PayPal,18.35,0.0,55.35,765.54,Phoenix,MI,Australia
4141,1449,2024-10-16 00:00:00,2024-10-18 00:00:00,2024-10-23 00:00:00,Delivered,Google Pay,9.46,0.0,117.2,1591.65,San Antonio,TX,UK
4142,236,2023-08-27 00:00:00,2023-08-30 00:00:00,,Shipped,PayPal,8.27,4.08,113.67,1538.76,Philadelphia,OH,USA
4143,1755,2023-06-09 00:00:00,,,Pending,PayPal,17.33,0.0,60.76,837.64,Dallas,PA,Australia
4144,828,2023-06-29 00:00:00,2023-06-30 00:00:00,2023-07-08 00:00:00,Delivered,Debit Card,24.06,2.68,443.44,6007.82,San Jose,CA,USA
4145,90,2024-06-10 00:00:00,2024-06-11 00:00:00,2024-06-15 00:00:00,Delivered,Bank Transfer,10.36,0.0,183.87,2492.59,Houston,FL,USA
4146,774,2024-03-19 00:00:00,2024-03-22 00:00:00,2024-03-29 00:00:00,Delivered,Google Pay,18.36,7.62,774.76,10469.99,Philadelphia,NY,USA
4147,262,2023-04-30 00:00:00,2023-05-03 00:00:00,2023-05-10 00:00:00,Delivered,Credit Card,5.88,0.0,83.88,1138.31,Phoenix,NC,USA
4148,492,2023-10-05 00:00:00,2023-10-08 00:00:00,2023-10-16 00:00:00,Delivered,Google Pay,15.84,0.0,357.18,4837.82,New York,FL,USA
4149,669,2023-01-28 00:00:00,2023-01-31 00:00:00,2023-02-03 00:00:00,Delivered,Google Pay,21.84,0.0,23.37,337.38,New York,IL,USA
4150,1927,2024-08-22 00:00:00,2024-08-24 00:00:00,2024-08-30 00:00:00,Delivered,PayPal,18.37,0.0,502.67,6804.46,Philadelphia,NC,Germany
4151,1506,2024-08-31 00:00:00,,,Pending,Bank Transfer,7.82,42.13,142.15,1884.7,Houston,NC,Canada
4152,1842,2023-02-26 00:00:00,2023-02-28 00:00:00,2023-03-06 00:00:00,Delivered,Debit Card,20.74,0.0,254.16,3451.96,San Jose,MI,Australia
4153,1391,2023-04-21 00:00:00,,,Pending,Google Pay,21.73,0.0,440.38,5966.83,Dallas,PA,UK
4154,527,2024-08-23 00:00:00,2024-08-25 00:00:00,2024-09-02 00:00:00,Delivered,PayPal,11.51,0.0,482.31,6522.64,Los Angeles,NY,USA
4155,530,2023-11-09 00:00:00,2023-11-12 00:00:00,,Shipped,Google Pay,21.02,0.0,297.38,4035.59,Philadelphia,MI,USA
4156,140,2023-10-27 00:00:00,2023-10-28 00:00:00,,Shipped,Google Pay,11.34,0.0,168.44,2285.28,Phoenix,MI,USA
4157,1549,2024-06-07 00:00:00,,,Cancelled,Apple Pay,18.33,0.0,96.23,1317.48,Chicago,FL,Canada
4158,652,2023-01-18 00:00:00,,,Cancelled,PayPal,17.21,0.0,476.58,6451.0,Philadelphia,OH,USA
4159,488,2023-03-26 00:00:00,,,Pending,Google Pay,23.57,3.82,166.45,2266.82,San Jose,TX,USA
4160,201,2023-08-18 00:00:00,2023-08-21 00:00:00,,Shipped,PayPal,17.19,0.0,98.56,1347.81,Chicago,PA,USA
4161,534,2024-06-23 00:00:00,2024-06-26 00:00:00,2024-07-01 00:00:00,Delivered,Debit Card,14.75,0.0,76.97,1053.82,San Antonio,NC,USA
4162,1533,2024-03-27 00:00:00,2024-03-29 00:00:00,2024-04-04 00:00:00,Delivered,PayPal,21.72,5.78,235.76,3198.64,New York,TX,Canada
4163,1988,2023-01-02 00:00:00,2023-01-05 00:00:00,2023-01-10 00:00:00,Delivered,Debit Card,10.5,14.4,21.73,289.48,Phoenix,TX,Germany
4164,370,2023-08-24 00:00:00,,,Pending,Credit Card,23.28,14.88,90.92,1235.86,Philadelphia,CA,USA
4165,1228,2024-05-09 00:00:00,2024-05-10 00:00:00,,Shipped,Apple Pay,21.46,33.74,353.77,4763.59,San Jose,OH,UK
4166,484,2023-06-15 00:00:00,2023-06-18 00:00:00,2023-06-28 00:00:00,Delivered,Apple Pay,18.28,0.0,294.64,3995.86,Los Angeles,NY,USA
4167,1922,2024-04-11 00:00:00,2024-04-12 00:00:00,2024-04-19 00:00:00,Delivered,Google Pay,8.19,0.0,76.74,1044.23,Los Angeles,OH,Germany
4168,700,2024-06-26 00:00:00,2024-06-29 00:00:00,2024-07-08 00:00:00,Delivered,Google Pay,12.31,0.0,153.98,2091.09,Phoenix,NY,USA
4169,1828,2023-07-03 00:00:00,2023-07-04 00:00:00,,Shipped,PayPal,8.18,30.18,101.89,1353.46,Los Angeles,NY,Australia
4170,1801,2023-04-13 00:00:00,2023-04-16 00:00:00,2023-04-26 00:00:00,Delivered,Bank Transfer,11.93,0.0,270.26,3660.46,Phoenix,GA,Australia
4171,1412,2024-08-15 00:00:00,,,Cancelled,Google Pay,24.46,0.0,273.39,3715.2,San Jose,IL,UK
4172,251,2023-04-13 00:00:00,2023-04-14 00:00:00,2023-04-24 00:00:00,Delivered,Bank Transfer,7.4,0.0,74.15,1008.43,New York,IL,USA
4173,1148,2023-08-29 00:00:00,2023-08-30 00:00:00,2023-09-01 00:00:00,Delivered,Google Pay,13.23,32.9,187.88,2516.73,Los Angeles,TX,USA
4174,1527,2024-11-02 00:00:00,2024-11-04 00:00:00,,Shipped,Debit Card,8.76,0.0,436.48,5901.24,San Diego,NY,Canada
4175,582,2024-07-31 00:00:00,,,Pending,Apple Pay,19.25,0.0,282.05,3826.91,San Antonio,IL,USA
4176,262,2024-10-02 00:00:00,2024-10-04 00:00:00,2024-10-06 00:00:00,Delivered,Bank Transfer,21.57,0.0,230.89,3138.54,Phoenix,NC,USA
4177,1933,2023-08-09 00:00:00,2023-08-11 00:00:00,2023-08-15 00:00:00,Delivered,Credit Card,10.54,31.33,49.79,651.43,Dallas,OH,Germany
4178,1774,2023-01-26 00:00:00,2023-01-29 00:00:00,2023-02-07 00:00:00,Delivered,Debit Card,9.5,0.0,514.63,6957.03,Houston,OH,Australia
4179,274,2023-10-28 00:00:00,2023-10-29 00:00:00,2023-11-08 00:00:00,Delivered,Debit Card,18.11,0.0,436.63,5912.61,San Antonio,NY,USA
4180,627,2023-09-18 00:00:00,,,Pending,Bank Transfer,15.05,0.0,632.67,8556.06,Phoenix,OH,USA
4181,59,2024-05-12 00:00:00,2024-05-13 00:00:00,2024-05-16 00:00:00,Delivered,Google Pay,23.21,24.79,20.31,272.57,Phoenix,NY,USA
4182,1931,2024-08-25 00:00:00,2024-08-28 00:00:00,,Shipped,Credit Card,24.69,15.16,419.08,5667.09,Houston,TX,Germany
4183,1166,2024-05-30 00:00:00,2024-06-01 00:00:00,2024-06-05 00:00:00,Delivered,Debit Card,24.93,31.17,224.23,3020.87,New York,PA,USA
4184,77,2024-03-27 00:00:00,2024-03-30 00:00:00,,Shipped,PayPal,16.66,0.0,84.08,1151.69,Chicago,PA,USA
4185,294,2024-07-07 00:00:00,2024-07-08 00:00:00,2024-07-11 00:00:00,Delivered,Apple Pay,23.68,0.0,26.05,375.33,Los Angeles,OH,USA
4186,1038,2024-08-13 00:00:00,2024-08-14 00:00:00,,Shipped,Credit Card,13.52,0.0,17.83,254.19,Philadelphia,CA,USA
4187,1908,2023-04-20 00:00:00,,,Cancelled,PayPal,5.97,0.0,44.38,605.04,San Diego,OH,Germany
4188,1994,2023-01-22 00:00:00,2023-01-24 00:00:00,2023-02-02 00:00:00,Delivered,Debit Card,12.8,43.26,211.07,2818.98,Houston,NY,Germany
4189,200,2024-02-03 00:00:00,2024-02-05 00:00:00,2024-02-14 00:00:00,Delivered,Debit Card,12.36,1.68,140.12,1902.32,Philadelphia,CA,USA
4190,791,2024-02-25 00:00:00,,,Cancelled,Debit Card,11.98,0.0,60.56,829.58,Phoenix,TX,USA
4191,1200,2024-05-01 00:00:00,2024-05-04 00:00:00,2024-05-10 00:00:00,Delivered,Bank Transfer,22.15,0.0,345.67,4688.71,New York,NY,USA
4192,1674,2023-04-04 00:00:00,,,Cancelled,Google Pay,10.39,0.0,187.51,2541.74,Los Angeles,NC,Canada
4193,153,2024-02-02 00:00:00,2024-02-03 00:00:00,2024-02-07 00:00:00,Delivered,Credit Card,7.14,0.0,61.21,833.5,New York,PA,USA
